comment_id,season,match_id,match_name,home_team,away_team,current_innings,innings_id,over,ball,runs,shortText,isBoundary,isWide,isNoball,batsman1_id,batsman1_name,batsman1_runs,batsman1_balls,bowler1_id,bowler1_name,bowler1_overs,bowler1_maidens,bowler1_runs,bowler1_wkts,batsman2_id,batsman2_name,batsman2_runs,batsman2_balls,bowler2_id,bowler2_name,bowler2_overs,bowler2_maidens,bowler2_runs,bowler2_wkts,wicket_id,wkt_batsman_name,wkt_bowler_name,wkt_batsman_runs,wkt_batsman_balls,wkt_text,isRetiredHurt,text,preText,postText
11020,2022,1304047,CSK v KKR,CSK,KKR,CSK,1,2,2,0,"Shivam Mavi to Conway, no run",False,False,False,379140,Devon Conway,0,2,1079848,Shivam Mavi,0.2,0,0,0,35582,Robin Uthappa,0,3,376116.0,Umesh Yadav,1.0,0.0,3.0,1.0,,,,,,,False,"has a slash at this length ball moving away, beaten. Conway was a tad off balance as he looked to thrash that up and over",,
11030,2022,1304047,CSK v KKR,CSK,KKR,CSK,1,2,3,1,"Shivam Mavi to Conway, 1 run",False,False,False,379140,Devon Conway,1,3,1079848,Shivam Mavi,0.3,0,1,0,35582,Robin Uthappa,0,3,376116.0,Umesh Yadav,1.0,0.0,3.0,1.0,,,,,,,False,"shapes to cut again, gets a thick bottom edge to third man, Conway is off the mark",,
11040,2022,1304047,CSK v KKR,CSK,KKR,CSK,1,2,4,4,"Shivam Mavi to Uthappa, FOUR",True,False,False,35582,Robin Uthappa,4,4,1079848,Shivam Mavi,0.4,0,5,0,379140,Devon Conway,1,3,376116.0,Umesh Yadav,1.0,0.0,3.0,1.0,,,,,,,False,"first boundary and it comes off a neat little glance down leg. Wayward from Mavi. Short of length and nipping back into middle and leg, Uthappa had the angle to work it neatly off his hip",,
11050,2022,1304047,CSK v KKR,CSK,KKR,CSK,1,2,5,0,"Shivam Mavi to Uthappa, no run",False,False,False,35582,Robin Uthappa,4,5,1079848,Shivam Mavi,0.5,0,5,0,379140,Devon Conway,1,3,376116.0,Umesh Yadav,1.0,0.0,3.0,1.0,,,,,,,False,"floats it full outside off, Uthappa pushes this to mid-off",,
11060,2022,1304047,CSK v KKR,CSK,KKR,CSK,1,2,6,0,"Shivam Mavi to Uthappa, no run",False,False,False,35582,Robin Uthappa,4,6,1079848,Shivam Mavi,1.0,0,5,0,379140,Devon Conway,1,3,376116.0,Umesh Yadav,1.0,0.0,3.0,1.0,,,,,,,False,"pushed back on the up to the bowler who half-stops it. Uthappa is a few steps down but Conway isn't keen on it, the right call in the end.",,
12010,2022,1304047,CSK v KKR,CSK,KKR,CSK,1,3,1,1,"Yadav to Conway, 1 run",False,False,False,379140,Devon Conway,2,4,376116,Umesh Yadav,1.1,0,4,1,35582,Robin Uthappa,4,6,1079848.0,Shivam Mavi,1.0,0.0,5.0,0.0,,,,,,,False,"goes a touch full on middle, the ball nibbles back in a hint and Conway tucks it to the leg side for a quick single","<p>Umesh Yadav actually has a better record than Deepak Chahar in IPL powerplays - here are <a href=""https://www.espncricinfo.com/ask/cricket-qna/umesh-yadav-versus-Deepak-Chahar-in-powerplay-in-ipl-since-2018&tournament=ipl"">the numbers on ASKcricinfo</a>.</p><p>Those numbers support what KKR coach Brendon McCullum had to say on the eve of the tournament: ""Umesh Yadav was a really good pick-up for us in the auction because of his ability to swing the ball upfront and he is also a wicket-taker too. His statistics in powerplay are really, really good and that's where we'll look to try and use him.""</p>",
12020,2022,1304047,CSK v KKR,CSK,KKR,CSK,1,3,2,6,"Yadav to Uthappa, SIX",True,False,False,35582,Robin Uthappa,10,7,376116,Umesh Yadav,1.2,0,10,1,379140,Devon Conway,2,4,1079848.0,Shivam Mavi,1.0,0.0,5.0,0.0,,,,,,,False,<strong>flicked over deep midwicket for six!</strong> Cracking hit from Uthappa. Shuffles across and picks this leg-side length ball angling down. What timing.,,
12030,2022,1304047,CSK v KKR,CSK,KKR,CSK,1,3,3,0,"Yadav to Uthappa, no run",False,False,False,35582,Robin Uthappa,10,8,376116,Umesh Yadav,1.3,0,10,1,379140,Devon Conway,2,4,1079848.0,Shivam Mavi,1.0,0.0,5.0,0.0,,,,,,,False,"length ball outside off, punched to Billings at point",<p>Square leg goes back to the ropes. Slip goes out</p>,
12040,2022,1304047,CSK v KKR,CSK,KKR,CSK,1,3,4,0,"Yadav to Uthappa, no run",False,False,False,35582,Robin Uthappa,10,9,376116,Umesh Yadav,1.4,0,10,1,379140,Devon Conway,2,4,1079848.0,Shivam Mavi,1.0,0.0,5.0,0.0,,,,,,,False,"floats this a touch full outside off, punched straight to cover, Venkatesh Iyer with the stop",,
12050,2022,1304047,CSK v KKR,CSK,KKR,CSK,1,3,5,1,"Yadav to Uthappa, 1 run",False,False,False,35582,Robin Uthappa,11,10,376116,Umesh Yadav,1.5,0,11,1,379140,Devon Conway,2,4,1079848.0,Shivam Mavi,1.0,0.0,5.0,0.0,,,,,,,False,opens the bat face to steer this down to third man,,
12060,2022,1304047,CSK v KKR,CSK,KKR,CSK,1,3,6,0,"Yadav to Conway, no run",False,False,False,379140,Devon Conway,2,5,376116,Umesh Yadav,2.0,0,11,1,35582,Robin Uthappa,11,10,1079848.0,Shivam Mavi,1.0,0.0,5.0,0.0,,,,,,,False,stands tall and defends to point. Eight off the over,"<p>Akshay: ""How can u forget the Pathan Brothers, were and integral part of any squad."" -- They ain't mentors at any team are they? Although, they've played mentors to a few cricketers outside of the IPL. Abdul Samad comes to mind. Pathan nurtured him during his time as a scout/mentor at Jammu & Kashmir.</p>",
13010,2022,1304047,CSK v KKR,CSK,KKR,CSK,1,4,1,1,"Shivam Mavi to Uthappa, 1 run",False,False,False,35582,Robin Uthappa,12,11,1079848,Shivam Mavi,1.1,0,6,0,379140,Devon Conway,2,5,376116.0,Umesh Yadav,2.0,0.0,11.0,1.0,,,,,,,False,"excellent running. Soft hands, gentle nudge into the off side and off they went for a single.",,
13020,2022,1304047,CSK v KKR,CSK,KKR,CSK,1,4,2,0,"Shivam Mavi to Conway, no run",False,False,False,379140,Devon Conway,2,6,1079848,Shivam Mavi,1.2,0,6,0,35582,Robin Uthappa,12,11,376116.0,Umesh Yadav,2.0,0.0,11.0,1.0,,,,,,,False,"steps out to make room but Mavi follows him by hitting the hard lengths, bunted to point",,
13030,2022,1304047,CSK v KKR,CSK,KKR,CSK,1,4,3,1,"Shivam Mavi to Conway, 1 run",False,False,False,379140,Devon Conway,3,7,1079848,Shivam Mavi,1.3,0,7,0,35582,Robin Uthappa,12,11,376116.0,Umesh Yadav,2.0,0.0,11.0,1.0,,,,,,,False,whips this length ball on leg stump to deep square,,
13040,2022,1304047,CSK v KKR,CSK,KKR,CSK,1,4,4,6,"Shivam Mavi to Uthappa, SIX",True,False,False,35582,Robin Uthappa,18,12,1079848,Shivam Mavi,1.4,0,13,0,379140,Devon Conway,3,7,376116.0,Umesh Yadav,2.0,0.0,11.0,1.0,,,,,,,False,"<strong>adventurous from Uthappa</strong> and he's picked this up over the keeper's head for six. Walks across the stumps, gets inside the line and helps this along very fine. The ball literally flew.",,
13050,2022,1304047,CSK v KKR,CSK,KKR,CSK,1,4,5,0,"Shivam Mavi to Uthappa, no run",False,False,False,35582,Robin Uthappa,18,13,1079848,Shivam Mavi,1.5,0,13,0,379140,Devon Conway,3,7,376116.0,Umesh Yadav,2.0,0.0,11.0,1.0,,,,,,,False,this time he flicks it straight to Umesh at short fine. A metre on either side of him and it was four. Mavi lucky to get away with that,,
13060,2022,1304047,CSK v KKR,CSK,KKR,CSK,1,4,6,4,"Shivam Mavi to Uthappa, FOUR",True,False,False,35582,Robin Uthappa,22,14,1079848,Shivam Mavi,2.0,0,17,0,379140,Devon Conway,3,7,376116.0,Umesh Yadav,2.0,0.0,11.0,1.0,,,,,,,False,"picks him up and pulls him fine to beat Umesh at short fine leg this time. Mavi errs in length again, all Uthappa needed to do was use his pace and deflect it fine which he did.",,
14010,2022,1304047,CSK v KKR,CSK,KKR,CSK,1,5,1,0,"Yadav to Conway, OUT",False,False,False,379140,Devon Conway,3,8,376116,Umesh Yadav,2.1,0,11,2,35582,Robin Uthappa,22,14,1079848.0,Shivam Mavi,2.0,0.0,17.0,0.0,379140.0,Devon Conway,Umesh Yadav,3.0,8.0,DP Conway c SS Iyer b Yadav 3 (25m 8b 0x4 0x6) SR: 37.50,False,"chipped straight to mid-on. Conway's debut isn't a memorable one. Was looking very itchy to go for the big hits. Tried to step out and go over the top but this one lobbed off a thickish inside edge, an absolute dolly to mid-on. Umesh has a second.","<p>Vasanth asks: ""Does the experience of being a Mumbai guy with heavy experience at the Wankhede tipped the scales in favour of Tushar Deshpande ahead of others?""</p>",
14020,2022,1304047,CSK v KKR,CSK,KKR,CSK,1,5,2,0,"Yadav to Rayudu, no run",False,False,False,33141,Ambati Rayudu,0,1,376116,Umesh Yadav,2.2,0,11,2,35582,Robin Uthappa,22,14,1079848.0,Shivam Mavi,2.0,0.0,17.0,0.0,,,,,,,False,walks across and bunts this length ball to point,<p>Rayudu on strike</p>,
14030,2022,1304047,CSK v KKR,CSK,KKR,CSK,1,5,3,0,"Yadav to Rayudu, no run",False,False,False,33141,Ambati Rayudu,0,2,376116,Umesh Yadav,2.3,0,11,2,35582,Robin Uthappa,22,14,1079848.0,Shivam Mavi,2.0,0.0,17.0,0.0,,,,,,,False,"squared up by the length as Umesh bowls that nagging line and length again, squirted to the off side behind square",,
14040,2022,1304047,CSK v KKR,CSK,KKR,CSK,1,5,4,0,"Yadav to Rayudu, no run",False,False,False,33141,Ambati Rayudu,0,3,376116,Umesh Yadav,2.4,0,11,2,35582,Robin Uthappa,22,14,1079848.0,Shivam Mavi,2.0,0.0,17.0,0.0,,,,,,,False,terrific stop at backward point <strong>by Rahane</strong>. This was nicely steered by Rayudu as he got on top of the bounce. <strong>Two runs saved</strong>,,
14050,2022,1304047,CSK v KKR,CSK,KKR,CSK,1,5,5,1,"Yadav to Rayudu, 1 run",False,False,False,33141,Ambati Rayudu,1,4,376116,Umesh Yadav,2.5,0,12,2,35582,Robin Uthappa,22,14,1079848.0,Shivam Mavi,2.0,0.0,17.0,0.0,,,,,,,False,"on the pads, flicked to mid-on as they complete a single",,
14060,2022,1304047,CSK v KKR,CSK,KKR,CSK,1,5,6,0,"Yadav to Uthappa, no run",False,False,False,35582,Robin Uthappa,22,15,376116,Umesh Yadav,3.0,0,12,2,33141,Ambati Rayudu,1,4,1079848.0,Shivam Mavi,2.0,0.0,17.0,0.0,,,,,,,False,stands tall and punches to point,,"<p>MahiForLife: ""@Vasanth Must be. Was really looking forward to seeing Hangargekar at this level. Thought he's the perfect back-up for Deepak Chahar.""</p>"
15010,2022,1304047,CSK v KKR,CSK,KKR,CSK,1,6,1,1,"Varun to Rayudu, 1 run",False,False,False,33141,Ambati Rayudu,2,5,1108375,Varun Chakravarthy,0.1,0,1,0,35582,Robin Uthappa,22,15,376116.0,Umesh Yadav,3.0,0.0,12.0,2.0,,,,,,,False,"shortish on middle, punched to long-on","<p>Mojo jojo quips: ""This is my sixth comment about under appreciated Umesh being out of syllabus for csk today!"" -- Yeah, seems like so far.</p><p>Time for spin. Here's Varun Chakravarthy. Will miss DK and his Tamil commentary when he bowls.</p>",
